consideration_offered,shares_acquired,shares_at_announcement,acquiror_code,target_code,target_status,acquisition_count,bidder_count,month,cross_border,relatedness,economic_sector_ac,business_sector_ac,economic_sector_target,business_sector_target,car_1,car_3,car_5,car_10
Cash,full,no,51302010,51301020,others,12,1,12,cross_border,business_sector,Basic Materials,Applied Resources,Basic Materials,Applied Resources,-0.1761107748318078,-0.1836010505082707,-0.1620493311589981,-0.1019921312874897
Other,not_full,no,57201020,57201020,others,13,1,12,national,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0385153271444893,0.075458939875998,0.0975122736438408,0.137130163872884
Cash,full,no,60101010,60101010,others,1,1,12,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,0.0131525118163589,-0.0149837752414135,-0.012880620364828,-0.0659823550239249
Cash,not_full,yes,55102020,53301020,public,12,1,12,national,not_related,Financials,Banking & Investment Services,Consumer Cyclicals,Cyclical Consumer Services,0.0284838998565827,0.0212223738503498,0.0136783908481286,-0.021392734218196
Cash,full,no,55101030,53302010,others,6,1,12,cross_border,not_related,Financials,Banking & Investment Services,Consumer Cyclicals,Cyclical Consumer Services,0.000291535733319,-0.0162099886516716,-0.0049469974991384,-0.030385766921627
Cash,full,no,60101010,60101010,others,1,1,12,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,-0.0790999103505578,-0.0618743167657467,-0.0326762005348254,-0.0407688322038026
Other,full,no,55102020,50102020,others,20,1,12,cross_border,not_related,Financials,Banking & Investment Services,Energy,Energy - Fossil Fuels,-0.0605538160332258,-0.1353722751628656,-0.1628974655288555,-0.1309947779455649
Cash,full,no,60101010,60101010,others,40,1,12,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,-0.0464434371649848,-0.0473921368377696,-0.0473921368377696,-0.0223369445683422
Other,full,no,52201020,50103020,public,0,1,12,cross_border,not_related,Industrials,Industrial & Commercial Services,Energy,Energy - Fossil Fuels,0.1158633860776146,-0.043351125831281,-0.043351125831281,0.2784400541071993
Other,full,no,53302030,53301040,others,3,1,12,cross_border,business_sector,Consumer Cyclicals,Cyclical Consumer Services,Consumer Cyclicals,Cyclical Consumer Services,-0.1235679995401876,-0.1751232668252631,-0.2268167893761385,-0.1346071164819823
Other,full,no,57401010,53302040,others,54,1,1,national,not_related,Technology,Telecommunications Services,Consumer Cyclicals,Cyclical Consumer Services,0.0219362381698696,0.0176137739099964,0.0176137739099964,0.0244159832385701
Other,full,no,53101020,52102030,others,7,1,1,cross_border,not_related,Consumer Cyclicals,Automobiles & Auto Parts,Industrials,Industrial Goods,-0.0563900242141535,-0.0654721285464604,-0.0355774948560771,-0.0204176350291382
Cash,full,no,60102040,60101010,others,4,1,1,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,-0.0088734851438021,-0.0079155038809497,-0.0007724523697514,0.0439188885945676
Cash,full,no,52102030,53203020,others,24,1,1,cross_border,not_related,Industrials,Industrial Goods,Consumer Cyclicals,Cyclical Consumer Products,0.0087658600552533,0.0254765283594964,0.0117962648664916,0.0297836482555965
Other,full,no,60101010,60101010,public,10,1,1,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,-0.0179813014232156,-0.003489750048497,0.0051135142439845,0.0319167723337081
Cash,full,no,51201020,52102020,others,9,1,1,cross_border,not_related,Basic Materials,Mineral Resources,Industrials,Industrial Goods,0.0173580249236622,0.027905411195677,0.0747005749006194,0.0067238690147118
Other,full,no,56201040,56202010,others,43,1,1,national,business_sector,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,0.0361054333968218,0.0110250381859268,0.0077194995146431,0.0193814211666429
Cash,not_full,yes,55101050,60101010,public,1,1,1,cross_border,not_related,Financials,Banking & Investment Services,Real Estate,Real Estate,-0.0037903256379659,0.0053158471488145,0.0056557982203809,0.00855440335152
Other,full,no,56201040,56202010,public,43,1,1,cross_border,business_sector,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,0.0405502888636147,0.0481593336081983,0.0558778753652763,-0.0162113879402701
Other,full,no,55301050,55102050,others,1,1,1,cross_border,economic_sector,Financials,Insurance,Financials,Banking & Investment Services,-0.0433004512276776,-0.0618344150030397,-0.0880201435359121,-0.1412850612901602
Other,not_full,no,55102020,55101050,others,13,1,1,cross_border,business_sector,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0114240737375816,0.0145136323083904,-0.0360301430868453,-0.025912850420713
Other,full,no,60101010,53302010,others,40,1,1,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0368396309615771,0.0322568139419324,0.0302443573498375,0.0380341386838315
Other,full,no,57101010,57201020,others,1,1,1,cross_border,economic_sector,Technology,Technology Equipment,Technology,Software & IT Services,-0.0511071724969516,-0.0895307751801034,0.0327231610145111,0.2436846588393383
Other,full,no,55301010,55301010,others,448,1,1,national,industry,Financials,Insurance,Financials,Insurance,0.0339135090327578,0.0310300853688774,0.0281138570763431,0.0288543652865029
Cash,full,no,56201040,56201040,public,41,1,1,cross_border,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,0.0080927998069556,-0.0098307008342091,-0.052787127954005,-0.0643739041370643
Other,full,no,57201010,52203040,others,19,1,1,cross_border,not_related,Technology,Software & IT Services,Industrials,Industrial & Commercial Services,0.1527819696313055,0.2181430879187498,0.2607680515775175,0.218333184129111
Other,full,no,56202010,56201040,others,0,1,1,cross_border,business_sector,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,0.1484729527239459,0.2301599077923317,0.3252005511314012,0.1538135490773597
Other,full,no,55301020,55101010,public,8,1,1,cross_border,economic_sector,Financials,Insurance,Financials,Banking & Investment Services,-0.0220255915903569,-0.013119332561304,0.007717886194658,0.0112172994442788
Other,full,no,56201040,56201040,others,3,1,1,cross_border,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,-0.0139769013920466,-0.0457935047131716,0.0560187822137659,-0.1876704579489879
Other,full,no,57201020,57201020,others,2,1,1,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.1292976675138277,-0.0393775909978891,0.0743573440393293,0.1960957163210013
Cash,full,no,57201020,57201020,others,1,1,1,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0089937975344077,0.0054642680143404,0.0181920058080315,-0.0219931134869088
Other,full,no,53205020,53205020,others,12,1,1,cross_border,industry,Consumer Cyclicals,Cyclical Consumer Products,Consumer Cyclicals,Cyclical Consumer Products,-0.0235085488847495,0.0416464625626589,0.0368640646309397,-0.1983706392158033
Other,full,no,55301010,55301010,others,449,1,1,national,industry,Financials,Insurance,Financials,Insurance,0.0082718908975952,-0.0036923728255454,0.0055358459545901,-0.0016891330597639
Cash,full,no,57102010,52102030,others,7,1,1,national,not_related,Technology,Technology Equipment,Industrials,Industrial Goods,0.0055840881613863,0.0248288212849862,0.0152619930055112,0.0702990988157055
Other,full,no,53403020,54201030,others,26,1,1,cross_border,not_related,Consumer Cyclicals,Retailers,Consumer Non-Cyclicals,Personal & Household Products & Services,0.0955648401114896,0.0400779765918558,0.0726020765848655,0.1587641176711367
Other,full,no,56201040,57201010,others,59,1,1,cross_border,not_related,Healthcare,Pharmaceuticals & Medical Research,Technology,Software & IT Services,0.0210713490646953,0.0712891456433791,-0.0021781154957839,0.0064133133813154
Other,full,no,55301010,55301010,others,450,1,1,cross_border,industry,Financials,Insurance,Financials,Insurance,0.0082718908975952,-0.0036923728255454,0.0055358459545901,-0.0016891330597639
Cash,full,no,55102020,50102020,others,15,1,1,national,not_related,Financials,Banking & Investment Services,Energy,Energy - Fossil Fuels,-0.0476058463987654,-0.1153020455278173,-0.1008062565658703,-0.0762735027143327
Other,full,no,52102020,51101020,others,5,1,1,national,not_related,Industrials,Industrial Goods,Basic Materials,Chemicals,-0.0012377386046467,-0.0312400685356795,-0.0372471299855272,-0.0484583503728023
Other,full,no,53101020,52102030,others,8,1,1,national,not_related,Consumer Cyclicals,Automobiles & Auto Parts,Industrials,Industrial Goods,0.0067547851613289,-0.0130593325061442,-0.0302182011883049,-0.0145883009022744
Other,full,no,57401010,57201020,others,12,1,1,cross_border,economic_sector,Technology,Telecommunications Services,Technology,Software & IT Services,0.0014723287459603,0.0086758500463191,0.00369011672708,-0.00624925519793
Other,full,no,55301010,55301010,others,451,1,1,cross_border,industry,Financials,Insurance,Financials,Insurance,-0.0028344217553003,0.0002298538316333,0.0116391276755341,-0.0042199239466124
Other,full,no,52102020,51101020,others,6,1,1,national,not_related,Industrials,Industrial Goods,Basic Materials,Chemicals,-0.0012377386046467,-0.0312400685356795,-0.0372471299855272,-0.0484583503728023
Other,full,no,60102030,60101010,others,22,1,1,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,0.023374065056934,0.0230353264383496,0.0410407365202779,0.0427511391077242
Other,full,no,52203040,52203040,others,4,1,1,cross_border,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,0.0621795882452714,0.0349724678974777,-0.0169666950015864,0.0870069200328423
Cash,full,no,54102020,51101030,others,80,1,1,cross_border,not_related,Consumer Non-Cyclicals,Food & Beverages,Basic Materials,Chemicals,0.0510376214345449,0.0300926189609037,0.0354022611730848,0.0495507462195267
Other,full,no,57201010,57201010,others,1,1,1,national,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0241116670886676,0.0327089870942299,0.0453224422421009,0.0527333136621376
Other,full,no,51201060,51201080,public,23,1,1,national,industry_group,Basic Materials,Mineral Resources,Basic Materials,Mineral Resources,-0.1163852409929261,-0.106889377537572,-0.0775023711508879,-0.1386097625958373
Other,full,no,57201010,57201020,others,43,1,1,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0094841411962744,0.0039311021546091,-5.397450617561361e-05,0.0449286888128643
Cash,full,no,60101010,57401010,others,3,1,1,cross_border,not_related,Real Estate,Real Estate,Technology,Telecommunications Services,0.0177874252115946,0.0121129017399788,0.0231708575684903,0.0721318728659448
Other,full,no,57201020,57201020,others,0,1,1,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0415138099708696,0.0773030839010824,0.035609102521626,0.1422724652428243
Other,full,no,53101020,52102030,others,5,1,1,national,not_related,Consumer Cyclicals,Automobiles & Auto Parts,Industrials,Industrial Goods,0.0465813234933197,0.0632931958026712,0.05698761941887,0.1899439608532956
Other,full,no,51101010,51101010,others,11,1,1,cross_border,industry,Basic Materials,Chemicals,Basic Materials,Chemicals,-0.0087883037438654,0.0071904500840104,-0.0002889838266215,0.0179164885098416
Other,full,no,52201020,53302010,others,1,1,1,cross_border,not_related,Industrials,Industrial & Commercial Services,Consumer Cyclicals,Cyclical Consumer Services,-0.2854639487458328,-0.3610973618663814,-0.3169756935137378,-0.1816125200523275
Other,full,no,55101030,55101030,others,15,1,1,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0156798948422076,-0.033425128397586,-0.0353332042600053,-0.1084179285330038
Other,full,no,52203040,52203040,public,114,1,1,cross_border,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,-0.0111547224630635,0.0378083519487835,0.0378083519487835,0.1213176695870233
Other,full,no,52102010,54201030,others,36,1,1,cross_border,not_related,Industrials,Industrial Goods,Consumer Non-Cyclicals,Personal & Household Products & Services,-0.0076497339532972,0.0094684154219824,0.0094684154219824,0.0510194650416589
Other,full,no,57101010,57106010,others,8,1,1,national,business_sector,Technology,Technology Equipment,Technology,Technology Equipment,-0.0204710104641356,0.0110085498804235,0.0110085498804235,0.0437679672432747
Other,full,no,55301020,57201010,others,5,1,1,cross_border,not_related,Financials,Insurance,Technology,Software & IT Services,0.022100090975601,0.0396861036872376,0.0396861036872376,0.0664722110037907
Other,full,no,52102030,52102030,others,16,1,1,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0170928511725751,0.0252471053789927,0.0252471053789927,0.0299620725135449
Other,full,no,55101010,55101010,public,22,1,1,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0149961333364003,0.0156252168820074,0.0156252168820074,0.0116953675315452
Other,full,no,55101010,55101010,others,26,1,1,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0188672017523354,0.0153138323359094,0.0153138323359094,-0.0078437675291597
Other,full,no,60101010,60101010,others,44,1,1,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,-0.0272743719714148,-0.0100830733765137,-0.0110315974214236,0.0142988465859376
Other,full,no,50102030,50102030,others,13,1,1,cross_border,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,0.0009523997520958,-0.0057473287369919,0.0191086056773144,0.0365800018344731
Cash,full,no,50102030,50102030,others,14,1,1,cross_border,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,0.0009523997520958,-0.0057473287369919,0.0191086056773144,0.0365800018344731
Other,full,no,52102050,57201020,others,5,1,1,cross_border,not_related,Industrials,Industrial Goods,Technology,Software & IT Services,-0.0015327430421777,-0.0167504435706509,0.005109113989739,0.0070703729188061
Other,full,no,60101010,60101010,others,45,1,1,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,-0.0203407043345686,-0.0165861404967451,-0.0116464325151026,0.0241069750744978
Other,full,no,57201020,57201020,others,18,1,1,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0011391197147228,0.0103876865439052,0.0122758767484351,0.0530456501392589
Cash,full,no,55101010,55101010,public,19,1,1,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0409638762901825,-0.067336660097569,-0.0471700129212002,-0.0614217279309435
Other,full,no,57201020,57201010,others,19,1,1,national,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0011391197147228,0.0103876865439052,0.0122758767484351,0.0530456501392589
Other,full,no,57201020,52102030,others,0,1,1,cross_border,not_related,Technology,Software & IT Services,Industrials,Industrial Goods,0.0282455782922904,0.0150707465545104,0.0380534268609331,-0.0287806097735685
Other,full,no,57201010,57201020,others,2,1,1,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0019633363121387,0.0310586425901768,0.0406106193216396,0.0974911550873878
Other,full,no,51101010,52201020,others,3,1,1,cross_border,not_related,Basic Materials,Chemicals,Industrials,Industrial & Commercial Services,0.0065060390464234,0.0192728118982993,0.0411866757033656,0.0144196183635756
Cash,full,no,60101010,56102010,others,0,1,1,cross_border,not_related,Real Estate,Real Estate,Healthcare,Healthcare Services & Equipment,-0.0037792394435729,0.0062943580424383,0.0219222945435376,0.0392188008659564
Cash,full,no,60101010,56102010,others,1,1,1,cross_border,not_related,Real Estate,Real Estate,Healthcare,Healthcare Services & Equipment,-0.0037792394435729,0.0062943580424383,0.0219222945435376,0.0392188008659564
Cash,full,no,60101010,56102010,others,2,1,1,cross_border,not_related,Real Estate,Real Estate,Healthcare,Healthcare Services & Equipment,-0.0037792394435729,0.0062943580424383,0.0219222945435376,0.0392188008659564
Cash,not_full,yes,57201020,57401010,others,23,1,1,cross_border,economic_sector,Technology,Software & IT Services,Technology,Telecommunications Services,-0.0240319220661888,0.0037569644442263,-0.0225095566691261,-0.0689924432445064
Other,full,no,52102010,52102020,others,10,1,1,cross_border,industry_group,Industrials,Industrial Goods,Industrials,Industrial Goods,-0.0142257004400337,-0.0071635803352111,-0.004259794914155,-0.0206614551275742
Cash,full,no,60101010,60101010,others,23,1,1,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,0.026056075414386,0.0269669954640988,0.0269669954640988,0.0272084536847893
Cash,full,no,60102040,53301010,others,28,1,1,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,-0.0332654099431657,-0.0043980181575332,-0.0043980181575332,0.0450881854059267
